CUSTOMER_ID,FIRST_NAME,LAST_NAME,COUNTRY,AGE_GROUP,EDUCATION_LEVEL,MARITAL_STATUS
2738,Natashia,Waas,Slovenia,25-39,3,1
2739,Mandie,Brotherton,Nepal,25-39,4,1
2740,Milagro,Gomer,Uruguay,25-39,1,1
2741,Iraida,Chiu,Kosovo,25-39,4,2
2742,Son,Toran,Estonia,18-25,2,1
2743,Del,Saguil,Suriname,40-55,2,1
2744,Marth,Jurewicz,Saudi Arabia,25-39,3,2
2745,Ernest,Arrez,Turkey,25-39,3,1
2746,Dominique,Roseth,Mauritius,40-55,1,3
2747,Leonore,Adriance,Guadeloupe,40-55,3,2
2748,Tammy,Maccormack,Taiwan,25-39,1,2
2749,Sherrell,Sokolowski,Macedonia (FYROM),40-55,1,2
2750,Omer,Vibert,Mexico,18-25,0,3
2751,Colin,Mazey,Paraguay,18-25,2,1
2752,Philomena,Nonamaker,United Kingdom,25-39,1,2
2753,Holly,Capulong,Macau,18-25,3,3
2754,Hwa,Darr,Saudi Arabia,18-25,6,3
2755,Lin,Radulescu,New Zealand,18-25,3,2
2756,Tessie,Gager,Turkey,40-55,3,2
2757,Joi,Southard,Algeria,40-55,0,2
2758,Lauren,Beaugard,Israel,25-39,3,2
2759,Courtney,Castell,Romania,55-67,1,2
2760,Efren,Won,Panama,40-55,1,2
2761,Reta,Belardo,Portugal,25-39,0,2
2762,Katharina,Reinmiller,Uruguay,40-55,1,1
2763,Patrica,Beecken,Palestine,40-55,6,1
2764,Dane,Gurtner,Cyprus,25-39,3,1
2765,Oda,Dickert,Guadeloupe,40-55,1,2
2766,Sherron,Munderville,Spain,55-67,3,1
2767,Taina,Mcanelly,Myanmar (Burma),18-25,6,2
2768,Deana,Highland,Indonesia,18-25,2,2
2769,Delcie,Feazelle,Serbia,40-55,6,2
2770,Edith,Cropper,Mexico,40-55,3,0
2771,Lillia,Rae,Taiwan,55-67,6,2
2772,Yessenia,Lantaff,Australia,40-55,2,1
2773,Trudi,Wharton,Kosovo,55-67,3,2
2774,Suellen,Sagun,Paraguay,25-39,3,1
2775,Magaret,Shields,Paraguay,25-39,3,2
2776,Elana,Belletto,Estonia,25-39,2,3
2777,Zana,Kocaj,Switzerland,18-25,1,1
2778,Arlette,Speraw,Turks & Caicos Islands,25-39,1,2
2779,Greg,Ariano,Belarus,40-55,3,2
2780,Davina,Hennemann,Palestine,25-39,3,1
2781,Lavonia,Agudo,United Kingdom,40-55,0,2
2782,Birdie,Loft,Finland,25-39,1,2
2783,Jacquline,Haaker,Bosnia & Herzegovina,18-25,3,0
2784,Alpha,Mendoca,Myanmar (Burma),40-55,1,2
2785,Zonia,Allerton,Georgia,25-39,3,1
2786,Randee,Liekhus,India,25-39,1,1
2787,Raymundo,Hulsman,Japan,25-39,4,1
2788,Annice,Cadarette,Denmark,18-25,3,1
2789,Nilsa,Bright,Thailand,18-25,1,2
2790,Foster,Pokallas,Costa Rica,40-55,3,2
2791,Weston,Maletz,Netherlands,25-39,1,3
2792,Margie,Thrun,Sudan,25-39,3,2
2793,Larae,Afanador,Guam,40-55,4,2
2794,Tia,Boran,Dominican Republic,25-39,4,2
2795,Warren,Juvera,Egypt,55-67,2,2
2796,Jolynn,Delee,Indonesia,18-25,4,2
2797,Emerita,Valley,Taiwan,25-39,3,2
2798,Ping,Uriostegui,Pakistan,18-25,2,3
2799,Steve,Barsotti,United States,40-55,2,0
2800,Charita,Bartow,New Zealand,55-67,3,3
2801,Fredda,Garibaldi,Réunion,18-25,1,2
2802,Jonell,Welty,Albania,18-25,3,1
2803,Sonja,Mckeegan,Czechia,40-55,2,2
2804,Etta,Faist,Zambia,25-39,3,1
2805,Nadine,Sullenberger,New Zealand,40-55,1,2
2806,Gerardo,Hrabovsky,Turkmenistan,40-55,3,1
2807,Pandora,Urteaga,Tanzania,18-25,3,2
2808,Ericka,Souffront,United Kingdom,18-25,1,2
2809,Fawn,Carrazco,New Zealand,55-67,4,2
2810,Mozella,Zanes,Kazakhstan,18-25,3,2
2811,Alyson,Lessig,Estonia,25-39,0,1
2812,Kyung,Dallmier,United States,25-39,3,0
2813,Kayleigh,Engnath,Poland,25-39,1,2
2814,Clarine,Wuensch,Malta,18-25,3,2
2815,Minerva,Trinca,Estonia,18-25,1,2
2816,Theresa,Furl,Morocco,25-39,1,2
2817,Mahalia,Mcquaid,Gabon,40-55,2,0
2818,Trena,Huser,Palestine,40-55,4,2
2819,Malissa,Derogatis,Netherlands,40-55,3,1
2820,Sharan,Balow,India,25-39,3,3
2821,Neely,Deuel,Sri Lanka,25-39,4,2
2822,Darlena,Pfander,Georgia,40-55,3,3
2823,Nanette,Gallaher,France,25-39,2,1
2824,Rosetta,Trimboli,Ghana,25-39,1,1
2825,Ethan,Sandage,Czechia,40-55,3,2
2826,Earlean,Costillo,United States,18-25,0,1
2827,Alia,Leconte,Malaysia,25-39,1,2
2828,Lannie,Frei,Luxembourg,18-25,3,1
2829,Saran,Soult,United States,25-39,3,2
2830,Andra,Rosal,Germany,18-25,1,2
2831,Illa,April,Bangladesh,40-55,3,0
2832,Everett,Ruta,Togo,40-55,3,2
2833,Helena,Wender,Dominican Republic,25-39,2,1
2834,Alissa,Downard,Fiji,40-55,2,0
2835,Leonia,Kotch,Philippines,25-39,2,1
2836,Oralee,Zizza,Palestine,40-55,1,2
2837,Merlyn,Capulong,Trinidad & Tobago,25-39,2,2
2838,Veronika,Castell,Australia,25-39,2,3
2839,Kori,Desir,Czechia,18-25,1,1
2840,Debi,Kruppa,Israel,40-55,2,2
2841,Kandra,Cirigliano,Slovakia,25-39,2,2
2842,Kemberly,Glau,Hong Kong,40-55,4,2
2843,Sabine,Finklea,Bangladesh,40-55,1,2
2844,Shane,Bree,El Salvador,55-67,0,1
2845,Serita,Elberson,Armenia,40-55,1,2
2846,Annie,Hannem,Thailand,25-39,2,2
2847,Vernetta,Crichlow,Estonia,40-55,3,1
2848,Kate,Barba,Japan,25-39,0,2
2849,Sheryl,Stadelman,Slovenia,25-39,6,2
2850,Danyelle,Polzer,Croatia,18-25,6,2
2851,Art,Torruellas,New Caledonia,55-67,2,3
2852,Harland,Shick,Colombia,18-25,2,1
2853,Alta,Kniola,Czechia,25-39,2,1
2854,Mary,Amborn,Senegal,18-25,1,2
2855,Lamonica,Say,St. Kitts & Nevis,18-25,3,0
2856,Detra,Gahlman,Bulgaria,25-39,1,1
2857,Aurelio,Bonsall,Finland,25-39,3,1
2858,Jacinda,Feingold,French Polynesia,18-25,2,1
2859,Frederica,Cresta,Switzerland,25-39,2,2
2860,Yvette,Buglione,Armenia,25-39,3,0
2861,Adell,Hock,Mexico,18-25,1,1
2862,Piper,Kempen,Macedonia (FYROM),40-55,3,0
2863,Charis,Berrospe,Germany,25-39,3,0
2864,Leandra,Mcausland,Poland,25-39,3,0
2865,Tanika,Sarcone,Senegal,40-55,4,1
2866,Erinn,Scism,Spain,18-25,1,2
2867,Leonard,Tobias,Algeria,25-39,1,3
2868,Alease,Dietl,Brazil,18-25,1,2
2869,Hunter,Betzner,Belgium,18-25,3,3
2870,Sherron,Ellsbury,Jamaica,25-39,3,2
2871,Simona,Mallary,Ghana,18-25,3,3
2872,Madelaine,Raithel,Uganda,18-25,4,3
2873,Analisa,Glogowski,Slovenia,40-55,2,0
2874,Ginny,Householder,Australia,40-55,3,1
2875,Ileana,Brackin,Gabon,25-39,3,3
2876,Vi,Geurts,Macau,25-39,3,2
2877,Antonia,Couts,Portugal,25-39,3,1
2878,Mirtha,Strem,Brazil,18-25,3,2
2879,Elba,Molyneux,Slovenia,25-39,1,1
2880,Lilliam,Knippenberg,Thailand,25-39,3,0
2881,Zula,Kanae,Kenya,25-39,2,2
2882,Hang,Devargas,Brunei,18-25,3,1
2883,Argelia,Jorden,Malta,25-39,2,0
2884,Milton,Clore,Azerbaijan,55-67,2,0
2885,Jodi,Connaughton,Martinique,40-55,4,1
2886,Jacinda,Sysak,Romania,18-25,3,1
2887,Onita,Loftus,Monaco,40-55,4,2
2888,Ronald,Catino,Slovakia,25-39,3,0
2889,Rashad,Gertsema,United Kingdom,25-39,1,2
2890,Mathilda,Fugo,Taiwan,40-55,1,1
2891,Stella,Sigrist,Rwanda,18-25,3,2
2892,Leota,Wojeik,Argentina,25-39,6,2
2893,Joella,Mancusi,Philippines,40-55,2,1
2894,Natividad,Nicoll,Ireland,25-39,2,0
2895,Avelina,Pilchowski,Monaco,18-25,2,0
2896,Sherrie,Myer,Azerbaijan,25-39,2,1
2897,Mona,Ackerly,Sweden,25-39,2,2
2898,Trent,Orange,Greece,25-39,3,2
2899,Tamie,Artiles,Ghana,25-39,2,2
2900,Dana,Delage,Bolivia,40-55,2,0
2901,Chi,Ajani,Morocco,25-39,3,1
2902,Goldie,Kuhlo,Luxembourg,40-55,4,2
2903,Zena,Kalpakoff,Qatar,18-25,2,1
2904,Sharyl,Schwuchow,Pakistan,25-39,2,2
2905,Billye,Bozarth,Spain,25-39,1,1
2906,Hortense,Nakashima,Taiwan,25-39,0,3
2907,Blanca,Ninos,Greece,25-39,3,2
2908,Darrel,Navone,Poland,40-55,2,0
2909,Delmar,Rinehimer,Malaysia,18-25,3,2
2910,Marita,Cruzado,Slovakia,18-25,6,2
2911,Winford,Aschoff,Bahrain,18-25,1,0
2912,Karolyn,Brantz,India,25-39,4,2
2913,Chantell,Orear,Colombia,18-25,2,2
2914,Holley,Flynt,Sri Lanka,25-39,2,2
2915,Pinkie,Walner,Bangladesh,40-55,3,2
2916,Latosha,Dority,Venezuela,25-39,2,2
2917,Carmen,Papay,Switzerland,18-25,6,2
2918,Eartha,Cernansky,Taiwan,25-39,1,2
2919,Winona,Falsetta,Georgia,25-39,1,2
2920,Laurence,Plumbar,Japan,25-39,1,1
2921,Karl,Kress,Senegal,55-67,2,2
2922,Jacquetta,Fath,Sri Lanka,25-39,3,1
2923,Jaimie,Cragle,United Arab Emirates,25-39,3,2
2924,Sharleen,Kornblatt,Hungary,40-55,4,0
2925,Yael,Ruman,Latvia,25-39,2,2
2926,Carrol,Roberge,Peru,25-39,1,2
2927,Kieth,Gavinski,Luxembourg,18-25,1,2
2928,Araceli,Pettus,Guatemala,25-39,2,1
2929,Aja,Knudsvig,St. Vincent & Grenadines,25-39,1,2
2930,Markita,Mascari,Jordan,25-39,1,3
2931,Thurman,Pineda,United Kingdom,25-39,3,2
2932,Jama,Grubel,Croatia,25-39,0,1
2933,Enriqueta,Eytcheson,Egypt,18-25,6,1
2934,Marin,Kevorkian,Philippines,25-39,4,1
2935,Lila,Bate,Iraq,25-39,3,0
2936,Samella,Torrence,Taiwan,18-25,2,1
2937,Lael,Lescano,Samoa,40-55,1,3
2938,Natasha,Ridenhour,Bulgaria,25-39,4,2
2939,Cayla,Langness,Trinidad & Tobago,55-67,1,1
2940,Charlie,Skilling,St. Kitts & Nevis,40-55,3,1
2941,Debora,Cavagna,Jamaica,40-55,2,2
2942,Raymonde,Boniello,Azerbaijan,25-39,2,2
2943,Wilhemina,Pa,Vietnam,40-55,1,1
2944,Ona,Semler,Russia,40-55,1,0
2945,Keri,Hierholcer,United States,55-67,2,1
2946,Candyce,Danks,France,18-25,4,2
2947,Porsche,Prioleau,Cyprus,40-55,2,2
2948,Breanna,Beltron,Georgia,25-39,3,0
2949,Sarai,Farkus,Réunion,25-39,3,2
2950,Olympia,Spaziani,Sweden,25-39,2,2
2951,Kera,Stvrestil,Bolivia,25-39,4,0
2952,Inga,Wessendorf,Cambodia,25-39,3,2
2953,Merissa,Claussen,New Caledonia,18-25,3,2
2954,Teresa,Scherf,Puerto Rico,40-55,1,0
2955,Melodi,Hoyle,Monaco,18-25,4,1
2956,Alyse,Worton,Tanzania,18-25,4,1
2957,Saul,Weege,Mexico,25-39,3,2
2958,Joanie,Kittner,Singapore,25-39,1,0
2959,Jeramy,Dikes,Nepal,25-39,1,2
2960,Kum,Mcinnis,United States,40-55,3,2
2961,Rivka,Morice,Uruguay,25-39,1,2
2962,Sue,Kertz,Nepal,18-25,2,1
2963,Kristen,Gruby,Brazil,18-25,1,1
2964,Lavonda,Perriello,Ghana,40-55,1,0
2965,Ettie,Chartraw,Armenia,55-67,2,1
2966,Kattie,Coreas,Malta,18-25,2,0
2967,Vernetta,Coakley,Belize,40-55,1,2
2968,Mercedez,Partido,Jamaica,40-55,2,0
2969,Cris,Dillie,United Arab Emirates,18-25,2,2
2970,Buford,Fulmer,Fiji,25-39,3,1
2971,Shaniqua,Broks,Uruguay,40-55,1,0
2972,Erick,Debella,Sweden,25-39,0,2
2973,Theresia,Aswegan,Slovakia,25-39,6,1
2974,Wilhemina,Seligson,Spain,55-67,1,2
2975,Synthia,Browne,Nepal,25-39,1,1
2976,Precious,Doughton,Egypt,25-39,1,1
2977,Leena,Bruestle,United Kingdom,25-39,1,2
2978,Aurore,Nuffer,Moldova,25-39,2,1
2979,Etsuko,Bradsher,Hong Kong,40-55,3,2
2980,Mia,Bageant,Czechia,18-25,3,2
2981,Buster,Driedric,Belgium,25-39,2,1
2982,Rueben,Mcelheny,Turkey,40-55,1,2
2983,Gianna,Estimable,Colombia,25-39,2,2
2984,Stephanie,Binkley,Bolivia,40-55,3,3
2985,Ivonne,Macdougal,Curaçao,18-25,2,3
2986,Troy,Kotera,Thailand,25-39,1,2
2987,Lorena,Zeschke,Georgia,18-25,3,2
2988,Maria,Blackhurst,Netherlands,55-67,1,2
2989,Scottie,Kyle,India,25-39,2,1
2990,Vernie,Crotty,Sri Lanka,25-39,3,1
2991,Nakisha,Mahlum,Venezuela,25-39,2,2
2992,Tiffany,Papas,Pakistan,18-25,2,2
2993,Soledad,Kapusniak,Bangladesh,18-25,1,2
2994,Lucy,Urda,Macau,40-55,1,3
2995,Georgiann,Bacayo,Kuwait,18-25,2,2
2996,Yuk,Gondran,Poland,18-25,2,1
2997,Caryl,Summers,New Zealand,18-25,2,2
2998,Althea,Latessa,Finland,25-39,2,2
2999,Jeanene,Chesley,Belgium,40-55,1,2
3000,Katheleen,Oflaherty,Philippines,25-39,1,2
3001,China,Irwin,Guernsey,25-39,2,0
3002,Rusty,Chambers,Cameroon,40-55,0,3
3003,Rubye,Roley,Guatemala,25-39,3,2
3004,Santo,Ambrister,Azerbaijan,18-25,4,3
3005,Jennine,Kohrman,Burkina Faso,18-25,1,2
3006,Tamiko,Loewe,Belarus,40-55,3,2
3007,Flossie,Ferroni,Kuwait,18-25,3,2
3008,Marcia,Glock,South Africa,25-39,1,2
3009,Ericka,Sly,Cambodia,55-67,3,2
3010,Armandina,Dubbin,Finland,25-39,2,1
3011,Kenneth,Mansmann,Nigeria,55-67,2,3
3012,Jacqualine,Hertzel,China,40-55,2,1
3013,Mallie,Rhee,Hong Kong,40-55,0,1
3014,Max,Belfield,Bangladesh,18-25,3,1
3015,Lloyd,Laney,Brunei,18-25,1,2
3016,Shanika,Souser,Jamaica,40-55,1,2
3017,Leonardo,Gillmer,Jamaica,25-39,6,2
3018,Leeann,Lacefield,Chile,40-55,2,3
3019,Lakendra,Redus,Bahamas,25-39,2,0
3020,Cristobal,Belschner,Italy,25-39,1,1
3021,Milagros,Carp,Bahrain,40-55,3,2
3022,Lillian,Longwith,Bosnia & Herzegovina,40-55,1,1
3023,Dedra,Dobbin,Germany,18-25,1,2
3024,Tess,Ghaemmaghami,Bulgaria,18-25,3,2
3025,Deanna,Kochis,Brazil,18-25,3,1
3026,Tosha,Petrelli,Afghanistan,25-39,3,2
3027,Alona,Graboski,Romania,25-39,0,2
3028,Genny,Abke,Jordan,25-39,3,2
3029,Holli,Macalma,Bolivia,18-25,1,2
3030,Ilda,Mesiti,Qatar,25-39,3,2
3031,Iola,Viken,South Africa,55-67,1,2
3032,Anjanette,Roberrtson,Jamaica,40-55,2,0
3033,Torri,Shreckengost,United Arab Emirates,40-55,6,2
3034,Cayla,Stirrup,Dominican Republic,25-39,4,1
3035,Deidre,Laughman,Netherlands,18-25,1,3
3036,Fidelia,Walkenhorst,Belgium,40-55,2,2
3037,Glayds,Vatterott,Taiwan,18-25,4,2
3038,Marquita,Tienken,Belgium,25-39,4,0
3039,Ashlea,Herskovits,Latvia,25-39,1,2
3040,Quinton,Rueckert,Albania,25-39,3,2
3041,Jone,Biringer,Nigeria,25-39,1,3
3042,Will,Wadusky,Kenya,18-25,1,2
3043,Leonard,Mcaloon,Hungary,25-39,4,1
3044,Alvina,Noggler,Argentina,25-39,1,2
3045,Darius,Smolensky,Sri Lanka,25-39,3,2
3046,Freeman,Lodi,Hungary,18-25,6,1
3047,Kenna,Morgano,Russia,25-39,2,1
3048,Chara,Cheever,Grenada,18-25,3,1
3049,Ara,Ratley,Brunei,25-39,1,1
3050,Ronda,Werber,Montenegro,18-25,1,2
3051,Kendra,Quicho,Kuwait,18-25,4,1
3052,Adele,Heffner,Argentina,18-25,1,2
3053,Cayla,Bayard,Sweden,25-39,3,3
3054,Lashawn,Rubalcaba,Morocco,18-25,3,2
3055,Damaris,Zenker,Panama,40-55,1,2
3056,Sona,Hemrick,Belarus,25-39,2,2
3057,Carmelina,Pucker,Chile,18-25,2,0
3058,Twanna,Blechman,Iceland,40-55,0,2
3059,Imogene,Hinesley,Armenia,18-25,3,2
3060,Carolyne,Hinahon,Mongolia,25-39,3,3
3061,Kimberely,Chockley,Kenya,40-55,2,1
3062,Kate,Hool,Bangladesh,25-39,4,2
3063,Malinda,Werstein,Austria,25-39,1,0
3064,Kia,Quenzel,Estonia,18-25,3,1
3065,Marisa,Monsivais,Cambodia,25-39,1,2
3066,Elizabeth,Diefenbach,Barbados,55-67,3,2
3067,Wilfredo,Days,Kuwait,40-55,2,1
3068,Julian,Megrabyan,Portugal,25-39,1,1
3069,Teressa,Dondlinger,Guatemala,18-25,3,1
3070,Lael,Jaeger,Hungary,18-25,2,1
3071,Evalyn,Trivino,Guadeloupe,25-39,2,0
3072,Merle,Houseman,Austria,25-39,1,2
3073,Noble,Stavinoha,Cyprus,55-67,3,2
3074,Kamala,Manchester,Poland,18-25,2,2
3075,Wonda,North,Japan,40-55,4,0
3076,Leila,Bonomo,Mexico,40-55,2,1
3077,Dinorah,Jackosn,Paraguay,25-39,1,2
3078,Kimberlee,Dwane,Spain,18-25,1,2
3079,Steve,Pinzon,Côte d’Ivoire,18-25,3,3
3080,Jimmie,Lacovara,Jordan,25-39,4,1
3081,Ardelia,Jaurez,Thailand,25-39,2,1
3082,Jannet,Kini,Hungary,55-67,3,1
3083,Hermina,Flow,Senegal,25-39,2,1
3084,Sarita,Buzzeo,Guatemala,25-39,1,1
3085,Dong,Radin,Israel,18-25,1,1
3086,Casey,Felan,Belarus,40-55,3,0
3087,Harriette,Fune,Egypt,25-39,4,1
3088,Ma,Nicoulin,Slovakia,25-39,1,0
3089,Juliet,Padovano,Sri Lanka,25-39,3,2
3090,Filiberto,Kules,Russia,25-39,2,2
3091,Mirtha,Sheeler,Ghana,25-39,1,0
3092,Lauren,Rodolph,Panama,25-39,1,2
3093,Arminda,Loven,Kazakhstan,18-25,2,3
3094,Mohammad,Burtenshaw,Curaçao,40-55,2,2
3095,Janeen,Cherven,Honduras,25-39,6,2
3096,Chelsie,Munl,Romania,55-67,3,0
3097,Eric,Kofler,Egypt,18-25,3,2
3098,Ward,Randhawa,Israel,18-25,4,2
3099,Vernice,Jee,Greece,40-55,1,1
3100,Rickie,Tomczak,Pakistan,40-55,6,2
3101,Dionna,Lorimor,Greece,18-25,3,3
3102,Orville,Anderberg,Australia,25-39,1,2
3103,Shirely,Magouyrk,Sweden,40-55,4,2
3104,Maryam,Slentz,Belarus,18-25,3,1
3105,Trinh,Morasca,Brazil,40-55,1,2
3106,Nikki,Cobell,Germany,55-67,3,2
3107,Rosamaria,Egizi,Ghana,25-39,3,2
3108,Ahmad,Elizalde,Germany,25-39,2,1
3109,Portia,Duren,Germany,25-39,1,0
3110,Danille,Wienberg,Colombia,25-39,3,2
3111,Chery,Sapia,Algeria,40-55,0,2
3112,Shani,Harrill,Bahamas,18-25,3,2
3113,Darcey,Mantini,Taiwan,25-39,2,1
3114,Lupe,Kusch,Somalia,25-39,2,1
3115,Breann,Alperin,Morocco,25-39,1,2
3116,Maira,Kurohara,Switzerland,40-55,2,1
3117,Lanita,Warwick,Palestine,25-39,3,2
3118,Janna,Boitnott,United States,55-67,3,2
3119,Corrin,Gwathney,Ghana,25-39,3,0
3120,Bella,Fiscal,Peru,40-55,1,1
3121,Stefani,Dullum,Hong Kong,25-39,3,2
3122,Candice,Sisto,United States,25-39,1,1
3123,Rigoberto,Parkers,Yemen,40-55,4,2
3124,Caprice,Eschen,Vietnam,25-39,1,2
3125,Tameka,Furnish,United Arab Emirates,18-25,2,3
3126,Lonny,Otega,Uruguay,25-39,1,3
3127,Terra,Ulberg,United Arab Emirates,18-25,3,2
3128,Brenna,Galstian,Poland,40-55,1,2
3129,Willie,Kopperman,Cyprus,55-67,1,1
3130,Dorine,Zills,Curaçao,18-25,3,2
3131,Dewey,Konig,Dominican Republic,25-39,4,2
3132,Georgene,Palmisano,Mexico,25-39,2,2
3133,Lorrie,Fazzino,Jamaica,25-39,3,2
3134,Bryanna,Hinzman,Latvia,25-39,1,2
3135,Hung,Deters,Iraq,18-25,6,2
3136,Kim,Rechichi,Indonesia,40-55,1,1
3137,Gale,Duncanson,Canada,40-55,3,3
3138,Becky,Nunery,Denmark,40-55,3,1
3139,Rona,Simunek,Serbia,25-39,3,2
3140,Cecily,Hebdon,Sri Lanka,25-39,4,3
3141,Octavia,Shroll,Nepal,40-55,4,2
3142,Karina,Hayse,Ethiopia,55-67,2,2
3143,Mia,Staser,El Salvador,40-55,3,2
3144,Marcelino,Slovak,Sint Maarten,55-67,4,2
3145,Sharmaine,Ocanaz,Kenya,25-39,3,1
3146,Marylouise,Vandestreek,Peru,18-25,6,2
3147,Tommye,Nater,India,25-39,2,1
3148,Denice,Disabato,France,18-25,3,2
3149,Dulce,Skaare,Palestine,25-39,3,0
3150,Tracee,Ellard,Malta,18-25,4,0
3151,Asia,Ashwood,St. Vincent & Grenadines,25-39,1,2
3152,Caryn,Hoppe,Greenland,18-25,3,3
3153,Yoko,Saleado,Philippines,18-25,2,2
3154,Juana,Athayde,Iraq,40-55,3,2
3155,Jarrod,Laffey,Aruba,25-39,1,2
3156,Kesha,Mcavoy,Turkey,25-39,3,0
3157,Holli,Svobodny,Qatar,18-25,1,3
3158,Marta,Cabarcas,Austria,18-25,1,2
3159,Deb,Bickes,Bahrain,40-55,3,2
3160,Alfreda,Suddeth,Liberia,25-39,3,2
3161,Basil,Brevik,Lebanon,40-55,3,3
3162,Chauncey,Felarca,Uruguay,18-25,1,0
3163,Enola,Fleitman,Poland,40-55,3,2
3164,Julianna,Abed,Taiwan,40-55,2,1
3165,Lang,Cramer,Cambodia,25-39,3,0
3166,Sandee,Metheney,Ukraine,40-55,1,2
3167,Lyndia,Ailes,Netherlands,25-39,2,1
3168,Emiko,Jobson,Tunisia,18-25,2,2
3169,Pierre,Addair,Bulgaria,25-39,1,1
3170,Shirlene,Breidenthal,Ecuador,25-39,4,0
3171,Nelida,Platania,Austria,25-39,6,1
3172,Cherie,Storment,Ireland,18-25,1,2
3173,Donnette,Hutchison,Denmark,25-39,3,3
3174,Colby,Minus,Bosnia & Herzegovina,25-39,3,2
3175,Sunday,Shiley,Philippines,18-25,3,0
3176,Alessandra,Teahan,Algeria,40-55,3,3
3177,Darron,Muskelly,Brazil,18-25,1,0
3178,Providencia,Leghorn,Argentina,40-55,3,2
3179,Majorie,Bentsen,Sweden,25-39,3,0
3180,Chas,Chiavaroli,Ethiopia,40-55,2,2
3181,Magda,Pexsa,Bahamas,55-67,3,2
3182,Ivana,Holtorf,Hong Kong,25-39,2,0
3183,Loretta,Spoleti,Ukraine,25-39,3,0
3184,Creola,Iwasaki,Singapore,55-67,2,2
3185,Maryam,Vulgamott,Malta,25-39,2,2
3186,Eldora,Landford,China,40-55,3,1
3187,Ivan,Craddieth,Somalia,40-55,2,1
3188,Cassidy,Desautelle,Myanmar (Burma),40-55,2,3
3189,Marry,Hedquist,Spain,25-39,1,2
3190,Adolph,Fadness,Germany,40-55,1,2
3191,Mika,Sontheimer,Anguilla,25-39,0,1
3192,Shantay,Brening,Panama,25-39,3,2
3193,Kerri,Delrosario,South Africa,40-55,1,1
3194,Jerri,Valine,Netherlands,25-39,6,1
3195,Dewey,Kunshier,French Polynesia,25-39,2,2
3196,Karlyn,Runnion,Jersey,40-55,3,2
3197,Corazon,Deardurff,Panama,25-39,2,3
3198,Brad,Jasica,Trinidad & Tobago,55-67,2,2
3199,Kiara,Buttitta,Germany,40-55,3,3
3200,Winston,Goodness,Egypt,40-55,4,2
3201,Sixta,Lavelle,Puerto Rico,40-55,2,2
3202,Alfonzo,Gravit,Russia,25-39,4,2
3203,Joya,Brightharp,South Africa,25-39,3,3
3204,Jan,Roelle,Israel,40-55,1,3
3205,Porfirio,Bartholomay,Austria,25-39,4,2
3206,Margeret,Osberg,Finland,55-67,1,2
3207,Lisabeth,Kepple,Slovakia,25-39,3,1
3208,Sherron,Abbamonte,Taiwan,18-25,1,1
3209,Milford,Roettger,Egypt,25-39,1,1
3210,Mindy,Fuhs,Latvia,40-55,4,2
3211,Merlin,Gravelle,Russia,25-39,3,1
3212,Deeanna,Mcghin,Australia,40-55,2,1
3213,Verdie,Bossardet,Grenada,25-39,2,2
3214,Keenan,Castellan,Poland,25-39,2,0
3215,Nevada,Wetzstein,Slovenia,55-67,3,1
3216,Yetta,Medlar,Djibouti,25-39,2,1
3217,Charles,Schwiebert,South Korea,25-39,1,3
3218,Vida,Maselli,Nigeria,40-55,1,2
3219,Samuel,Augello,Denmark,18-25,2,2
3220,Wonda,Burries,Belize,55-67,6,2
3221,Ramon,Pesarchick,Timor-Leste,25-39,4,1
3222,Carlita,Worth,Denmark,25-39,1,1
3223,Bess,Seigart,Yemen,55-67,1,1
3224,Kathlene,Alvares,Romania,18-25,2,2
3225,Taryn,Wirebaugh,Bangladesh,55-67,3,2
3226,Eura,Silverwood,India,25-39,1,1
3227,Alejandro,Federici,United States,18-25,3,3
3228,Jacinto,Boiles,Colombia,18-25,4,1
3229,Jerald,Lafountaine,Greece,18-25,0,2
3230,Vince,Vile,Azerbaijan,40-55,1,3
3231,Luba,Troche,Argentina,18-25,3,0
3232,Doreen,Hones,Benin,25-39,1,1
3233,Hester,Plomma,Taiwan,40-55,3,2
3234,Steve,Haaz,Sweden,40-55,3,2
3235,Hipolito,Calvaresi,Colombia,25-39,2,2
3236,Clair,Demaris,Russia,25-39,3,0
3237,Elouise,Hundemer,Ireland,18-25,3,2
3238,Helaine,Tunby,Serbia,25-39,1,1
3239,Billi,Hirliman,Thailand,40-55,0,2
3240,Genevive,Marciano,Uruguay,40-55,6,3
3241,Windy,Molaison,Brazil,25-39,3,2
3242,Kathie,Cipcic,Kyrgyzstan,40-55,2,1
3243,Leesa,Moncada,Russia,18-25,1,2
3244,Flora,Schwertfeger,France,25-39,1,3
3245,Adolph,Schepker,Latvia,18-25,6,2
3246,Kimberely,Mcaleese,Cambodia,18-25,1,2
3247,Alton,Busi,Sweden,25-39,3,2
3248,Emilie,Jopling,Latvia,40-55,4,2
3249,Jason,Pasto,Denmark,55-67,1,1
3250,Crystal,Zahradka,Tanzania,25-39,2,2
3251,Elsy,Ort,Curaçao,40-55,1,0
3252,Dorla,Battson,Tunisia,25-39,2,2
3253,Adelia,Girardi,Sri Lanka,55-67,3,1
3254,Leatha,Railing,Finland,25-39,1,2
3255,Tamie,Tenerovich,Vietnam,25-39,2,2
3256,Lynsey,Druckman,Kuwait,25-39,4,3
3257,Son,Strom,Myanmar (Burma),25-39,1,1
3258,Bridgette,Triarsi,Togo,25-39,3,2
